Influencer,videoName,audio_text,cluster_label,umap_1,umap_2
3ctim,3ctim-20250327192147-2480578109050739,"(1) Upbeat, medium-tempo electronic background music starts immediately. A male voice speaks enthusiastically in Mandarin. (2) The vocal remains the primary focus (high vocal ratio) as he explains technical details; the BGM continues at a steady volume with a consistent rhythm. (3) Occasional 'ping' and 'swish' sound effects accompany the appearance of text and graphics on the screen. (4) The audio concludes with a final encouraging statement from the speaker and a sharp cut in the music.",6,12.937425,2.9758189
3ctim,3ctim-20250328132142-755172230718455,"(1) A male voice (onscreen) speaks with high energy and an enthusiastic tone. An upbeat, medium-tempo electronic background track is playing. (2) A second male voice (offscreen) is heard asking questions, creating a conversational interview style. (3) The sound of the car engine and muffled outside traffic noise provide a consistent ambient layer throughout the dialogue.",0,13.223959,0.68421304
3ctim,3ctim-20250401064758-1264157409251678,"(1) Upbeat, fast-paced electronic background music starts immediately. A male voice begins speaking in a clear, informative, and energetic tone. (2) As the speaker explains the fines and laws, the music maintains a consistent tempo. There are subtle sound effects (SFX) such as a 'pop' sound when text overlays or icons appear on screen. (3) The acoustic environment remains dominated by the speaker's vocals (vocal-centric), with the music providing a modern 'tech-news' atmosphere. (4) In the final segment, the voice remains steady and encouraging as he asks for viewer opinions, and the music fades out as the video ends.",0,13.713478,1.8240283
3ctim,3ctim-20250401231102-1647341902949078,"(1) Upbeat, medium-tempo electronic background music begins immediately and continues throughout. A male voice speaks in a fast, energetic, and clear tone in Mandarin. (2) As the visual transitions to a screen recording, rhythmic mechanical keyboard typing sound effects (SFX) are layered over the music. (3) The speaker's volume remains consistent, maintaining a narrative flow while explaining technical features. (4) A soft digital 'click' sound effect is heard when a UI element is interacted with visually. (5) The music stays consistent until the end, where the male speaker ends with a rising inflection suggesting a question.",6,13.91666,2.6858292
3ctim,3ctim-20250403223247-768562132594678,"(1) A male voice speaks with an enthusiastic and informative tone over a light, upbeat, and rhythmic background music track. (2) As the host discusses specific names like David Mayer, the background music maintains a steady tempo without overriding the vocals. (3) Subtle digital transition sound effects (SFX) occur during scene changes. (4) The audio ends with the host's concluding remarks and the music fading out.",0,13.786254,1.804185
3ctim,3ctim-20250406145108-916583577789218,"(1) Upbeat, high-energy electronic background music begins. A male voice speaks enthusiastically in Mandarin, introducing the product. (2) Sound effects from a racing game, including engine revving and item usage noises, are layered over the speech. (3) The music continues at a steady pace as the speaker describes technical specifications, with his voice remaining central and clear. (4) Brief ambient clicking sounds of buttons being pressed on a controller are audible during close-up shots. (5) The music maintains its energetic tempo until the end of the video, where the vocal narration ceases.",6,12.526034,3.6902053
3ctim,3ctim-20250406230119-1392376415511564,"(1) Fast-paced, upbeat electronic background music begins. An enthusiastic male voice (Tim哥) speaks Mandarin with a high-pitched, friendly tone, accompanied by street ambient noise. (2) The music continues as a dialogue starts between two males; the second male (store clerk) has a steady, professional tone. Sounds of boxes being placed on a wooden surface are audible. (3) The conversation shifts to gifts and local food, with the music maintaining a consistent tempo until the end of the clip.",4,8.556019,4.7137423
3ctim,3ctim-20250408104140-1416916646882440,"(1) High-energy Japanese commentary and ambient crowd chatter begin immediately, creating a lively atmosphere. (2) Upbeat, fast-paced electronic background music enters, maintaining a constant tempo. (3) Loud vocal outbursts in both Japanese and English, such as ""Nice!"", ""Go back!"", and ""Cool!"", are heard from the surrounding crowd as the game progresses.",0,11.155503,1.0105255
3ctim,3ctim-20250408165134-944121274625360,"(1) Upbeat, medium-tempo electronic music begins immediately. A man's voice enters, speaking in an energetic and friendly tone in Mandarin. (2) As he enters the store, the background music continues at a steady volume. Ambient sounds of a retail environment, including muffled chatter from a crowd and a distant PA or guide's voice, are audible. (3) The man's narration remains the primary audio focus, maintaining a high-pitched and enthusiastic tone. (4) Toward the end, a second male voice (off-screen) briefly responds to the main speaker, creating a short conversational moment before the music fades out.",6,8.435878,4.7245626
3ctim,3ctim-20250413102133-2100774964055637,"(1) Upbeat, medium-tempo electronic background music starts and remains continuous. (2) A male voice speaks in Mandarin with a storyteller's tone, which is high-pitched and excited at times. (3) Various sound effects like pings, pops, and cash register sounds (SFX) occur intermittently, coinciding with the appearance of on-screen text.",6,13.609356,2.6502583
3ctim,3ctim-20250414051331-1300440308596852,"(1) A male voice speaks in Chinese with an energetic and friendly tone, introducing the iPhone 16e. Upbeat, rhythmic background music starts immediately. (2) As the video transitions between the black and white models, the narrator describes the matte texture and asks the viewers which color they prefer. (3) The music maintains a constant, positive tempo throughout, with no significant ambient noise detected beyond the studio-quality vocal recording.",6,13.149175,3.7568161
3ctim,3ctim-20250415171116-1228627415563086,"(1) A male voice speaks in a fast, energetic tone in Mandarin Chinese over upbeat, electronic background music. (2) The music continues at a steady, rhythmic pace while the male narrator provides a detailed explanation of the technology. (3) Low mechanical sounds of motors and servos are faintly audible as the exoskeleton moves, but the primary focus remains on the narration and the upbeat background track.",6,12.469445,2.8951771
3ctim,3ctim-20250416141117-2420063261760627,"(1) Upbeat, energetic background music with a steady electronic beat begins. A male voice (Tim) speaks in a high-pitched, fast-paced, and excited tone, introducing the car experience. (2) The music continues as the primary audio layer beneath the clear, studio-quality narration. Subtle cabin ambient noise is present during the driving demo. (3) During the parking demonstration, electronic beeping sound effects (SFX) from the car's proximity sensors are audible, layered over the background music. (4) The audio concludes with a final enthusiastic summary from the host as the music maintains its tempo before a hard cut at the end.",6,13.592829,3.3521597
3ctim,3ctim-20250416155544-27151682807765613,"(1) Upbeat, mid-tempo lo-fi electronic music begins. A male voice speaks in Mandarin with a clear, energetic, and professional tone. (2) The music continues as a background layer while the host describes the viral AI image trend and the rumors of a legal warning. (3) Brief 'pop' and 'ding' sound effects (SFX) occur when text and images appear on the screen. (4) The host's voice concludes the narrative with a slightly inquisitive inflection as the music fades out.",6,13.85082,2.743173
3ctim,3ctim-20250418223138-1624543055346222,"(1) High-energy electronic background music begins immediately with a male voice speaking Mandarin in an enthusiastic, fast-paced tone. (2) As the man performs the action of attaching the phone, a distinct 'click' or 'snap' sound effect is heard, synced with the visual. (3) The music maintains a constant upbeat rhythm throughout as the male narrator continues his instructional commentary until the end.",6,13.02913,2.8141625
3ctim,3ctim-20250418235420-1981429639385620,"(1) High-energy, upbeat electronic background music begins immediately. A male voice speaks clearly and urgently in Mandarin Chinese. (2) As the speaker details the scam, intermittent sound effects (dings and swooshes) synchronize with text appearances and scene cuts. (3) The vocal performance remains at a high, consistent volume and fast pace throughout, with the music maintaining a steady rhythm until the end.",6,13.061111,2.417955
3ctim,3ctim-20250422164212-923952750811612,"(1) A male voice speaks enthusiastically with high energy over upbeat, electronic background music. (2) The sound of mechanical clicking and plastic rolling occurs as a Gashapon machine is operated. (3) The speaker's volume increases with a shout of joy upon winning an item, accompanied by a 'ding' sound effect. (4) The music continues at a fast tempo as the speaker describes the gaming lounge, ending with the sounds of coins and conversation between two men.",0,11.456271,1.399289
3ctim,3ctim-20250425084118-1248647576598878,"(1) The audio starts with a male voice speaking in Mandarin Chinese with an energetic and authoritative tone. (2) An upbeat, fast-paced electronic background music track plays throughout the entire video. (3) Subtle sound effects (SFX) such as digital pops and camera shutters accompany the appearance of text and image overlays. (4) The environment is quiet, suggesting a controlled studio setting with clear vocal recording.",6,13.769248,2.5235665
3ctim,3ctim-20250428111336-1451740476685935,"(1) Fast-paced, upbeat electronic background music starts immediately. A male voice speaks in a high-pitched, excited tone in Mandarin. (2) The music remains at a steady volume as the narration focuses on product specifications; subtle whoosh sound effects accompany graphic transitions. (3) The vocal speed remains fast and continuous, ending with a slight volume dip in the music as the speaker finishes his call to action.",6,12.437282,3.6220558
3ctim,3ctim-20250429144039-964673666221663,"(1) Upbeat, energetic electronic pop background music starts. A middle-aged male voice (Tim) speaks enthusiastically to the audience. (2) Ambient noise of a car interior (low engine hum) is audible as the male voice continues in a more conversational tone. (3) Music remains constant as the scene shifts to the store. High-pitched digital beeps from medical equipment can be heard during the examination sequence. (4) A second male voice (the optician) enters briefly, speaking in a professional and calm tone while explaining the products. (5) The music swells slightly towards the end as the main speaker gives a concluding recommendation.",5,12.7400875,4.2253284
3ctim,3ctim-20250430034723-892568143753902,"(1) Upbeat, high-tempo background music starts. A woman's voice is high-pitched and energetic, followed by a man's lower-toned, playful voice. (2) Rapid friction sounds (rubbing clothes) are heard over the music. (3) Sounds of laughter and playful exclamations. (4) A transition sound effect (swoosh) leads to a different female voice speaking excitedly. (5) Friction sounds repeat. (6) A sharp 'ding' or electricity spark sound effect plays at the end, accompanied by a final call to action in a female voice.",0,12.622632,-0.20784454
3ctim,3ctim-20250430084647-1947699392766993,"(1) Energetic male vocals in Mandarin begin immediately over an upbeat, medium-tempo electronic background track. (2) The vocal remains continuous as the speaker describes app features; occasional subtle sound effects (SFX) like UI clicks are heard. (3) The music stays consistent until the end, where a second off-screen male voice is heard briefly in a humorous exchange.",6,13.944381,2.6066847
3ctim,3ctim-20250430152922-1604547624188099,"(1) Loud, rhythmic thumping and banging sounds dominate as the dog strikes the plastic material. There are no human vocals or music. (2) The intensity of the banging increases as the dog works more vigorously to escape. (3) A brief silence occurs during the text transition. (4) An upbeat, celebratory synthesizer jingle plays accompanied by the sound of digital 'cheering' or a chime as the dog is seen free. (5) Light background ambient noise from a room remains.",0,12.689958,-0.22179091
3ctim,3ctim-20250430170045-1934832704576773,"(1) Upbeat, rhythmic electronic background music begins. An adult male voice speaks with an energetic and friendly tone in Mandarin Chinese. (2) A sharp 'whoosh' sound effect occurs during a scene transition. The male voice continues describing features with a consistent volume and pace. (3) Another transition sound effect plays. The background music remains steady in the background while the speaker emphasizes technical specifications like 'A15'. (4) A chiming or 'sparkle' sound effect accompanies the visual reveal of the new phone model. (5) The music reaches a crescendo with a rhythmic drum beat as the speaker asks a concluding question.",6,13.05282,3.7720242
3ctim,3ctim-20250502155053-33919521414329912,"(1) The video starts with a simulated phone call; a male voice speaks in Mandarin with a tone of shocked disbelief over energetic, fast-paced electronic background music. (2) The music continues as the speaker shifts to a clear, enthusiastic presentation tone, explaining the technical features of the SSD. (3) Ambient noise of a large crowd and exhibition hall chatter becomes audible during the MWC walk-through scenes, layered under the narration. (4) The audio maintains a high speech density as he details the weights and compatibility of the devices. (5) A final transition occurs where the vocal focus shifts to the charging speeds of the second product before a quick sign-off.",6,13.116898,3.7797556
3ctim,3ctim-20250503155947-2365313317214942,"(1) Upbeat, energetic electronic background music with a steady beat starts immediately. (2) A male voice (Tim) begins narrating in an enthusiastic, fast-paced, and friendly tone. (3) Digital 'swish' and 'pop' sound effects occur during scene transitions and when graphics appear on screen. (4) Subtle ambient background noise of a public space is audible but kept low behind the narration and music.",0,13.285342,1.521306
3ctim,3ctim-20250505113143-1249094966678777,"(1) A male voice (Tim) is heard speaking loudly over ambient city street noise and traffic. (2) Upbeat, fast-tempo electronic background music enters as he moves into the store. (3) Tim's voice remains the dominant feature, detailing product prices and specifications. (4) High-pitched 'ding' and 'pop' sound effects are used as text overlays appear on screen. (5) The music and vocals continue at a high energy level until the end.",5,12.594787,4.641283
3ctim,3ctim-20250505171812-673772525793264,"(1) Upbeat, medium-tempo electronic background music starts immediately. A male voice speaks in a professional and energetic tone in Mandarin. (2) Sound effects (digital 'pops' and 'clicks') are heard whenever text or UI buttons appear on the screen. (3) The background music remains constant throughout the video, maintaining a steady rhythm. (4) The vocal density is high, with the speaker providing continuous information until the very end of the clip.",6,13.220771,2.3010678
3ctim,3ctim-20250507091959-1620515565532668,"(1) High-energy Mandarin vocals start immediately, accompanied by a fast-paced, upbeat electronic background track. (2) A sharp 'whoosh' sound effect occurs during a visual transition. (3) The vocals continue with a steady, excited tone as the background music maintains its tempo. (4) Subdued ambient crowd noise and chatter are audible in the background of the event space. (5) A final closing statement by the male speaker ends the video.",4,12.07074,2.1612206
3ctim,3ctim-20250508225059-1238949447797046,"(1) Energetic and upbeat electronic background music starts immediately. A male voice speaks with a high-pitched, excited, and promotional tone. (2) A convenience store entry chime 'Ding-dong' is heard as the scene transitions indoors. (3) The male voice continues continuously, clearly articulating product names and technical specs like '67W GaN' and 'USB A to C'. (4) Subtle 'ping' sound effects are used to emphasize text overlays appearing on screen. (5) The music maintains a steady fast tempo until a final upbeat melodic resolution at the end.",6,12.782896,4.2077603
3ctim,3ctim-20250510175216-2826274974381612,"(1) Upbeat, energetic electronic background music starts immediately. A female voice asks a question off-camera followed by a male voice responding in an excited, helpful tone. (2) The male voice continues continuously with high energy, explaining a promotional event. (3) Sharp 'swoosh' and 'ding' sound effects punctuate the transitions between different product price reveals. (4) The music maintains a constant tempo until the end where the male voice gives a final call to action.",5,12.868812,4.96515
3ctim,3ctim-20250511125148-917312697361854,"(1) Upbeat, medium-tempo electronic background music begins. A male voice starts speaking in Mandarin with a clear, warning yet friendly tone. (2) Music continues steadily as the narration explains the Google search keyword manipulation by hackers. Short 'whoosh' and 'pop' SFX are heard as text and graphics appear. (3) The vocal speed remains consistent as the music builds slightly toward the end, finishing with the narrator's closing warning and a final musical beat.",6,13.448554,2.7144012
3ctim,3ctim-20250511131241-1953867851875776,"(1) A female voice off-camera asks a question in a curious tone. A male voice responds enthusiastically, talking about the current low exchange rate of the Japanese Yen. (2) The male voice narrates his actions step-by-step as he uses his phone to top up a travel card, accompanied by faint street noise and the sound of finger taps on glass. (3) The man exclaims 'Success!' as the transaction completes, ending with a satisfied tone.",4,11.016299,2.7191448
3ctim,3ctim-20250511183206-912005724783265,"(1) Energetic, upbeat electronic BGM starts immediately with a steady beat. A male voice speaks enthusiastically in Mandarin, introducing the car. (2) The music continues at a consistent volume while the speaker describes specific technical features of the car, with subtle mechanical 'whoosh' sound effects used during quick visual transitions. (3) The vocal track remains dominant, clear, and studio-quality, with no significant ambient noise from the indoor environment. (4) The BGM swells slightly towards the end as the man says 'Departure!' followed by a final rhythmic beat.",6,12.61909,3.2070587
3ctim,3ctim-20250512150640-1634098784279769,"(1) Fast-paced, upbeat electronic pop music starts immediately. (2) A male voice speaks in a high-pitched, excited, and friendly tone in Mandarin Chinese. (3) Occasional cartoonish sound effects (SFX) such as 'pops' and 'dings' occur when text bubbles appear on screen. (4) The music and narration continue at a consistent volume and energy level throughout the entire clip without significant ambient noise.",6,13.605545,2.4411867
3ctim,3ctim-20250514053600-1704118937218177,"(1) Upbeat, medium-tempo electronic background music starts immediately. An adult male voice (Tim) begins speaking with an energetic, friendly, and professional tone. (2) The music continues at a consistent volume as the narrator discusses the trend of using 3C products in education and a counter-trend in a Finnish town. (3) No ambient noises or significant sound effects are present; the audio remains focused on the clear studio-recorded narration and the persistent BGM.",6,12.717017,4.003555
3ctim,3ctim-20250517010716-1640290967406995,"(1) Upbeat, high-tempo electronic pop music starts immediately. A male voice (3cTim) speaks in an enthusiastic and rapid tone, introducing the Samsung Galaxy S25 Edge. (2) As the video transitions into a product montage, the vocals pause while the music remains prominent, punctuated by sharp 'swish' and 'click' sound effects synchronized with screen transitions and camera shutter visuals. (3) The male voice returns to describe specific technical specifications like thickness and weight over the continuous background music. (4) The audio concludes with the man's final enthusiastic remarks as the music fades slightly.",6,13.189371,3.8512695
3ctim,3ctim-20250520214433-1538770293895787,"(1) Upbeat, high-tempo electronic background music begins. (A) Vocals: Adult male speaking Mandarin in an energetic and clear tone. (B) BGM: Upbeat electronic rhythm. (C) Ambient noise: Minimal/Studio quiet. (D) SFX: None. (2) The soundscape continues with the same energy. (A) Vocals: Male continues narration. (B) BGM: Constant upbeat rhythm. (D) SFX: A sharp 'ding' sound accompanies the appearance of text. (3) Financial figures are mentioned. (D) SFX: A cash register/money jingling sound effect plays as dollar signs appear visually. (4) The music and vocals maintain their pace until the speaker finishes his sentence and the track ends.",6,13.666631,2.6240008
3ctim,3ctim-20250522082326-890707130495249,"(1) Upbeat, medium-tempo electronic music with a steady drum beat begins. A male voice speaks in a friendly, high-pitched, and excited tone, introducing himself and the product. (2) Sound effects of cardboard rustling and plastic tearing are heard clearly as the box is opened. (3) The music continues at a steady volume as the male voice describes the design features. (4) A female voice briefly speaks from off-screen, sounding curious and interactive. (5) Short 'whoosh' and shimmering synthesizer sound effects are layered over the music during close-up visual transitions. (6) As the scene moves, ambient street noise including distant vehicle engines and wind becomes audible. (7) The male narrator's voice becomes more emphatic and cautious as he describes the phone's appearance in the light.",5,12.998871,4.233584
3ctim,3ctim-20250523193134-804133289370805,"(1) Fast-paced, upbeat electronic background music begins immediately and continues throughout the video. (2) An adult male voice speaks in an energetic and high-pitched tone in Mandarin Chinese. (3) Ambient noise of a large crowd and exhibition hall chatter is audible but kept at a lower volume than the music and vocals. (4) Occasional 'whoosh' and 'pop' sound effects are used to synchronize with text overlays appearing on screen.",6,12.639227,2.4163241
3ctim,3ctim-20250523195939-1536715144090872,"(1) Upbeat, energetic electronic background music starts immediately. A male voice speaks enthusiastically in Mandarin, introducing the topic. (2) The music continues at a consistent volume as the male narration provides details about the product's features and compatibility. (3) Subtle ambient noise from the exhibition environment, such as distant chatter and movement, is audible behind the voice and music. (4) The audio maintains this mix of high-energy music and clear, focused narration until the end of the clip.",6,12.407739,3.3534045
3ctim,3ctim-20250524182119-1471643031330054,"(1) A male voice starts speaking in an energetic and clear tone. Upbeat, fast-tempo electronic background music begins simultaneously. (2) The vocal continues without interruption, maintaining a professional and informative delivery style. (3) The background music remains consistent in volume and rhythm throughout the entire video. (4) Only the speaker's voice and the background music are heard, with no significant ambient noise or sound effects detected.",1,13.357369,1.6005481
3ctim,3ctim-20250526214204-1239613114327580,"(1) Fast-paced, rhythmic electronic background music (BGM) starts immediately. A male voice speaks in an energetic, high-pitched, and fast-paced tone. (2) The music remains constant as the narrator explains data points; sound effects (SFX) like digital 'pops' and 'dings' occur simultaneously with the appearance of on-screen graphics. (3) The vocal intensity increases slightly during the 'revealing' parts of the explanation. (4) The audio concludes with a final SFX accompanying the closing text, with the BGM fading out.",0,13.67722,1.7523173
3ctim,3ctim-20250527203536-926544573164422,"(1) Upbeat, high-tempo electronic background music begins. A male voice speaks in an energetic and instructional tone. (2) Sounds of city traffic and wind noise are audible under the vocals. (3) A cartoonish 'boing' sound effect plays during a visual transition. (4) The speaker continues his explanation with a steady, friendly tone. The music maintains a constant rhythm and volume throughout the app demonstration. (5) The audio concludes with a final summary statement from the speaker as the music fades out.",6,13.204603,2.740268
3ctim,3ctim-20250531185131-941683131877185,"(1) The audio begins with a female voice asking a question, followed by an energetic response from a male speaker as high-tempo, upbeat electronic background music starts. (2) The male speaker delivers a continuous, fast-paced narration about the scooter and the dash cam while the music maintains a constant rhythm. (3) Digital sound effects like 'dings' and 'whooshes' coincide with the appearance of text overlays. (4) During dash cam footage segments, ambient traffic noise and engine hums are briefly audible beneath the narration. (5) The music swells during the final price reveal and call to action.",5,13.550027,3.514353
3ctim,3ctim-20250601131430-4300414386841372,"(1) Upbeat, high-tempo electronic background music starts immediately and continues throughout. (2) Tim's voice is high-pitched and enthusiastic, narrating the machine's functions in Mandarin. (3) Functional sound effects include a digital countdown beep ('3, 2, 1') and UI confirmation tones. (4) Ambient airport noise is audible but kept low, including the sound of footsteps and distant terminal echoes.",6,11.586194,3.2574317
3ctim,3ctim-20250602221203-1583923876199455,"(1) Upbeat, energetic pop background music with a steady electronic beat begins. A male voice speaks in a high-pitched, enthusiastic, and fast-paced tone. (2) The music continues at a consistent volume as a second, calmer male voice (the clerk) provides technical details about phone battery health and trade-in prices. (3) The first male voice returns, reacting with surprise and excitement. (4) The audio concludes with the upbeat music fading out slightly as the primary speaker gives a final recommendation.",6,12.695994,4.157371
3ctim,3ctim-20250603120631-1041859465668880,"(1) Cheerful, upbeat synthesized video game music begins, accompanied by high-pitched sound effects (SFX) representing block movements and character actions. (2) Two male voices are heard speaking in Mandarin, one describing the physical sensation of the controller while the other responds with affirmative comments. (3) Occasional clicks of buttons and the low hum of a public indoor space (ambient noise) are present throughout the recording.",4,13.792442,2.529399
3ctim,3ctim-20250607120137-1212212424403534,"(1) A male voice speaks in Mandarin, providing an enthusiastic commentary on the handheld version of the game. The background sound is filled with game audio, including the high-pitched hum of kart engines and the metallic 'ping' of collecting coins. (2) The narrator mentions technical aspects like resolution and screen size, while ambient noise from a crowded exhibition or demo event is audible in the background. (3) Towards the end, a second male voice briefly intervenes with a question, and the primary narrator responds before the recording cuts off.",4,12.025386,3.2894151
3ctim,3ctim-20250608194354-1123496349832176,"(1) The sound of a door opening is heard, followed by a woman's voice asking a question in Mandarin. An upbeat, electronic background music begins. (2) A male voice (Tim) speaks in an enthusiastic and slightly defensive tone, explaining the features of a new device. (3) Game sound effects from Mario Kart (engine noises, item collection sounds) are clearly audible, mixed with the ongoing dialogue and background music. (4) The music remains consistent in tempo throughout the middle section during the demonstration. (5) In the final phase, the man's voice becomes more boastful, followed by a humorous banter between him and the woman.",6,12.061062,3.5609157
3ctim,3ctim-20250609165053-1591963128799027,"(1) Upbeat, staccato electronic/pop music with a clear rhythmic pulse begins; no vocals are detected. (2) The music continues at a steady tempo, maintaining a bright and playful mood; no ambient water sounds or splashes are heard despite the visual imagery. (3) The musical loop finishes with the same rhythmic intensity; the audio remains purely music-focused with no SFX or human voices.",1,11.119126,-2.0583615
3ctim,3ctim-20250612122527-713765465154509,"(1) High-energy electronic background music with a steady, upbeat tempo starts immediately and continues throughout the video. (2) A male voice speaks in Traditional Chinese with an excited, fast, and friendly tone. (3) When the speaker interacts with the phone screen, subtle digital clicking sound effects are heard to emphasize the touch actions. (4) The audio environment is clean, suggesting a studio or quiet indoor recording with no significant external ambient noise.",6,12.998066,2.6418705
3ctim,3ctim-20250612134446-817735278004644,"(1) Upbeat electronic background music with a steady, moderate tempo begins. A male voice speaks in Mandarin with an energetic and friendly tone. (2) The music remains constant as the background layer while the narration explains the items being shown. (3) Soft ambient sounds of the items being handled and placed on the table are audible but quiet. (4) The vocal intensity increases slightly during the explanation of the pins. (5) The music and speech continue until the very end of the clip.",6,12.280067,3.3694127
3ctim,3ctim-20250612223111-1105167601736637,(1) A male voice speaks Mandarin with an energetic and informative tone. Background music is an upbeat electronic track with a steady tempo. (2) The narration remains constant during the screen recording segments. Continuous electronic music persists in the background. (3) Subtle clicking or tapping sound effects are heard as elements are selected on the screen. (4) The speaker's voice and the background music fade out simultaneously at the end of the clip.,6,12.892065,2.6657104
3ctim,3ctim-20250613035657-782824927708782,(1) Two male voices are heard in an enthusiastic and conversational dialogue in Mandarin. (2) Melodic orchestral music from the video game plays continuously in the background. (3) A consistent hum of background chatter and movement characteristic of a large public event or tech expo is audible throughout. (4) No distinct mechanical sound effects from the physical device buttons are heard over the speech and BGM.,6,12.376783,2.6644487
3ctim,3ctim-20250615010414-1408590910922112,(1) A male voice speaks in a friendly and instructional tone in Mandarin Chinese. There is a noticeable background hum of a public indoor space. (2) A female voice briefly responds and interacts during the demonstration phase. (3) No background music is present; the audio consists entirely of dialogue and ambient store noise.,4,11.959244,2.7598655
3ctim,3ctim-20250615163858-1396680281736131,"(1) Fast-paced, upbeat electronic music begins immediately. An enthusiastic male voice speaks in Mandarin, announcing the arrival of the iPhone 16e. (2) Sound effects such as paper tearing and digital 'pings' are heard during the unboxing and when text overlays appear. (3) The vocal remains high-energy as it describes the technical specifications (camera, button, port, screen), maintaining a consistent volume over the background music. (4) The music reaches a peak and ends abruptly with the visual cut.",6,12.985566,3.8572357
3ctim,3ctim-20250617030629-1205810704640214,"(1) A rhythmic, upbeat, and mellow lofi hip-hop track begins immediately and plays throughout the video. (2) Clear digital sound effects (SFX) are heard, including the iPhone's signature charging chime and haptic-like click sounds during screen interactions. (3) No vocals or speech are detected at any point in the recording.",1,11.87194,-1.5404924
3ctim,3ctim-20250617104639-935886705577539,"(1) Upbeat and energetic pop music begins immediately. A male voice off-camera shouts 'Hey Boss! Boss!' in a casual tone. The main male voice responds with a questioning 'Huh? What's up?'. (2) As the man starts explaining, the background music remains constant and driving. The main male vocal is clear, fast-paced, and highly enthusiastic, sounding like a professional presenter or influencer. (3) Occasional 'pop' and 'swoosh' sound effects (SFX) are heard, synchronized with text appearances on the screen. (4) In the middle section, a brief 'ping' sound is heard when the app interface is shown. (5) The video concludes with the host's voice maintaining a persuasive tone, with the music fading out at the very end.",0,13.694528,1.9811751
3ctim,3ctim-20250617211140-935122355869116,"(1) Fast-paced, upbeat electronic background music begins immediately alongside a clear, energetic male voice speaking Mandarin. (2) Short, sharp digital sound effects (pops and pings) accompany the appearance of text and graphic overlays. (3) The vocal remains high-volume and dominant, maintaining an instructional and friendly tone throughout. (4) The ambient background is quiet, suggesting a studio or controlled indoor recording environment. (5) The music and vocals cut off simultaneously at the end of the video.",6,13.135439,2.3440542
3ctim,3ctim-20250620142306-1959334044661646,"(1) High-energy female vocals in Mandarin Chinese begin immediately, speaking at a fast pace with an enthusiastic and friendly tone. (2) An upbeat, electronic pop background track with a steady 120 BPM rhythm plays throughout the video. (3) Short sound effects (SFX) like digital chimes and 'swoosh' sounds occur during text transitions. (4) No significant ambient noise or background crowd noise is detected; the recording sounds like a controlled studio environment.",3,10.112651,1.3433894
3ctim,3ctim-20250621103140-893885376873503,"(1) High-energy male vocals begin immediately with an upbeat, fast-tempo electronic BGM in the background. (2) Soundscape shifts to include ambient event noise such as cheering, clapping, and the muffled sound of a presenter on a stage PA system. (3) Music maintains a steady rhythm while the primary male narrator provides a continuous, fast-paced commentary in Mandarin. (4) Specific SFX are used for emphasis, including a 'ping' sound when tech icons appear and a mechanical whirring sound during the factory footage. (5) The audio concludes with a smooth fade-out of the music as the narrator's tone remains enthusiastic and inviting.",6,13.764278,2.76179
3ctim,3ctim-20250621185103-908145921798143,"(1) A male voice speaks in Mandarin with a clear, engaging, and professional tone. Background music is an upbeat, medium-tempo electronic lo-fi track. (2) The music continues at a steady volume as the speaker discusses banking and cryptocurrency news. Occasional subtle 'pop' sound effects play when visual overlays appear. (3) The vocal remains dominant through the end, concluding with a rising intonation for a question, followed by a short music outro fade.",6,13.184959,2.8901958
3ctim,3ctim-20250622023424-2395753820942549,"(1) An upbeat, mid-tempo electronic background track plays continuously. A male voice speaks in a clear, energetic, and professional Mandarin tone. (2) As various graphics appear, subtle 'pop' or 'swoosh' sound effects are used for transition emphasis. (3) The vocal delivery remains consistent in volume and speed throughout the duration, maintaining a steady narrative flow until the end.",6,12.880741,2.336234
3ctim,3ctim-20250622025712-3374920482676618,"(1) Upbeat, energetic electronic background music with a steady beat starts immediately. A male voice speaks with an enthusiastic and fast-paced tone about the fluctuating weather. Another male voice is heard briefly off-camera responding. (2) The music continues as the main speaker describes the technical specifications of the Sony device. (3) Subtle digital sound effects like 'whooshes' and 'dings' occur when text appears on screen. (4) Ambient sounds of a restaurant, including the light clinking of bowls and low background chatter, become audible during the indoor eating scene. (5) The speaker's tone remains consistent as he announces the price and concludes with a recommendation, ending with the music fading out.",6,12.820499,4.1684394
3ctim,3ctim-20250624160221-1809405863085268,"(1) Fast-paced, upbeat electronic background music starts. An energetic male voice speaks in Mandarin throughout the video. (2) Sharp sound effects (dinging/sparkling sounds) emphasize product feature highlights. (3) The music remains consistent in volume, while the vocal narration is the primary focus with a professional and enthusiastic tone. (4) No significant ambient noise; the recording environment sounds like a controlled studio.",6,12.426007,3.464545
3ctim,3ctim-20250625183050-1439255734568149,"(1) Upbeat, high-energy electronic background music begins. A male voice speaks enthusiastically in Traditional Chinese, introducing the new phone. (2) The music remains continuous and rhythmic as the male vocal continues to narrate technical specifications. (3) The vocal stops as the music takes over during the product showcase montage, maintaining a fast-paced and modern vibe. (4) Occasional 'whoosh' sound effects are used to punctuate scene transitions. (5) The video concludes with the music fading out.",6,13.079723,3.8005853
